0.274,0.0020757,0.17253,-0.063772,-0.078982,0.060351,-0.057469,-0.11171,-0.026712,-0.092415,0.00062456,-0.078579,0.30389,0.11421,-0.044254,0.031112,0.024662,0.058992,0.11885,-0.15251,0.11413,-0.1809,0.11334,0.22156,0.17584,0.18647,0.078063,0.14738,-0.095855,-0.0028251,0.077266,-0.058664,0.15721,-0.020688,-0.083863,0.048049,-0.11532,0.16183,0.054456,-0.14997,0.10376,-0.22585,-0.086016,-0.15071,0.073864,-0.0023466,-0.0093771,-0.071846,0.10667,0.086077,0.0065153,0.12734,0.0018263,0.022766,-0.076481,-0.22934,0.084211,0.10268,0.037506,0.10917,0.067441,0.12465,-0.07826,-0.074771,-0.0018978,0.072132,0.0603,0.010393,-0.1289,0.0031882
0.26828,0.051,0.13388,-0.075182,-0.084781,0.013935,-0.070491,-0.18275,-0.012345,-0.040781,-0.0066857,-0.10428,0.11353,0.074972,-0.075694,0.01006,-0.033199,-0.060493,0.093561,-0.08526,0.0033167,-0.036042,0.097144,0.093114,0.062001,0.027061,-0.023503,-0.052989,-0.13332,0.082133,-0.070416,-0.05977,0.024665,0.071804,0.0032546,0.058183,0.06135,-0.23195,0.036071,0.080593,0.040848,-0.043782,0.011913,0.089901,-0.12393,0.19183,0.032402,0.033771,-0.029788,-0.055032,0.042344,-0.014443,0.0071427,0.10431,0.077076,0.12036,-0.048882,-0.081709,-0.11179,-0.074423,-0.19568,-0.047222,0.093218,0.12555,0.098323,-0.094116,-0.14135,0.036084,0.1149,-0.042479
0.27285,0.111,0.12168,-0.092112,-0.088816,-0.026099,-0.059435,-0.19406,-0.019918,-0.043287,-0.059397,-0.065231,0.098597,-0.013794,-0.020615,0.025679,-0.06171,-0.10491,0.099803,-0.045363,-0.0020242,0.09392,-0.015212,0.054603,-0.039698,-0.076197,-0.029629,-0.13161,-0.12246,-0.0013382,-0.11541,0.015762,-0.09543,0.0036565,0.011582,-0.03004,0.081534,-0.10749,0.028199,0.17942,0.026511,0.13147,0.070059,0.055713,-0.035779,0.062676,-0.011044,0.034507,-0.1021,-0.089386,-0.042132,-0.037198,0.0053955,-0.094788,0.10587,0.24468,-0.031849,-0.086065,0.037106,-0.1267,0.026596,-0.08623,-0.039488,-0.03192,-0.086483,0.038162,0.001209,-0.062591,0.052543,0.026728
0.28099,0.22102,0.065991,-0.13532,-0.042879,-0.098933,0.023854,-0.13416,-0.010018,-0.012581,-0.088308,0.051028,-0.045886,-0.030141,-0.039329,0.014472,0.00046375,-0.10939,0.11282,-0.0259,0.013972,0.27887,-0.079992,-0.1265,0.014931,-0.15141,-0.0055913,-0.020571,0.087045,0.0037482,0.073889,0.076434,-0.17547,-0.085328,0.044249,-0.19331,0.061015,0.18917,-0.15239,-0.1191,-0.11663,0.15719,-0.0055095,0.045217,0.038026,-0.092385,0.084595,-0.029956,-0.080357,-0.034371,-0.0069937,-0.076364,0.070933,-0.10699,0.065014,-0.0683,0.065258,0.01758,0.0095229,0.025271,0.19296,0.048658,-0.02561,-0.066553,-0.094431,0.049001,0.17858,0.020283,-0.10076,0.052317
0.20815,0.24365,0.046224,-0.1333,0.0074425,-0.095801,0.11297,-0.095584,-0.078711,-0.027198,-0.082888,0.17843,-0.1897,-0.041434,0.042545,0.027845,0.052342,0.078122,-0.085905,0.058391,0.0034654,0.0033641,-0.074553,-0.31203,-0.072617,-0.028559,-0.060317,0.078663,-0.0085344,0.021358,0.15209,0.041481,-0.14855,0.070149,0.023665,0.027831,-0.26195,0.001817,0.078852,-0.01781,0.1214,0.085029,0.015027,-0.10399,0.038633,-0.18092,-0.13395,-0.090302,0.10196,0.11204,0.012151,0.033144,-0.20113,0.16192,-0.12119,-0.20418,-0.12036,0.10061,-0.036023,0.033143,-0.13995,-0.011087,0.042857,0.013743,0.13159,-0.074062,-0.12722,0.039492,0.021457,-0.063415
0.10251,0.17206,0.031454,-0.088333,0.019116,-0.057271,0.15144,-0.042666,-0.13685,-0.076,-0.043667,0.16387,-0.21282,-0.01287,0.092503,-0.014072,0.10929,0.25702,-0.28759,0.036182,0.1244,-0.29213,-0.014178,-0.080209,-0.17468,0.081378,0.037253,-0.0024951,-0.066491,-0.14217,-0.1378,-0.018656,0.12141,0.033348,0.015374,0.096095,0.11434,-0.059207,-0.0093705,0.026448,-0.1766,-0.26212,-0.0060037,-0.047051,-0.071761,-0.03927,0.13498,0.13875,-0.076555,0.03495,-0.0023649,0.15879,0.31078,-0.096317,-0.035308,0.13515,0.094473,-0.09882,0.020055,-0.0062726,0.0075968,-0.02948,-0.031638,0.039876,-0.027796,0.062223,0.017708,-0.064378,0.016712,0.0074164
-0.0065695,0.055967,0.029715,-0.022661,0.016137,-0.0048637,0.079625,0.020531,-0.13274,-0.077988,-0.0035218,0.071948,-0.030985,-0.027748,0.1017,-0.039327,0.069019,0.16795,-0.2287,-0.026886,0.019218,-0.11011,0.00621,0.23478,-0.13518,0.10284,0.084512,-0.073231,0.12936,0.027182,-0.16396,-0.03035,0.016722,-0.082004,-0.053765,-0.091782,0.2863,0.11981,-0.032178,-0.031789,0.093382,0.062175,-0.019579,0.17429,0.071954,0.25656,0.069821,-0.16298,0.10172,-0.18449,-0.0064801,-0.20599,-0.35357,0.1056,0.11489,-0.020257,-0.038155,0.18589,0.0087291,0.045339,0.10341,0.084085,-0.010841,-0.07004,-0.027958,-0.20739,-0.017676,0.044305,-0.029389,0.052664
-0.053221,-0.004412,0.011495,0.0018887,0.0054616,0.0045695,-0.0075078,-0.011124,-0.11604,-0.0068277,0.0037167,0.016106,0.0012814,0.00079419,-0.0060284,-0.00089477,0.066167,-0.013904,-0.12338,0.012148,0.054671,-0.0080071,-0.0076931,0.43658,-0.024576,-0.00028059,0.00053534,0.01043,0.30058,0.033637,0.00040038,-0.0032977,-0.19984,0.001551,-0.043665,-0.077351,-0.0061209,-0.004769,0.04398,-0.010827,0.3129,0.1718,-0.001556,-0.0021981,-0.004428,-0.14599,-0.13189,-0.0026743,-0.013344,-0.007875,0.0054216,0.12798,0.0037894,-0.0062694,-0.18735,0.0058183,0.0023224,-0.34958,0.0051752,0.0025209,0.0035712,-0.12116,-0.00080415,0.13553,-0.0068004,0.35457,0.077526,-0.0012044,0.052798,-0.11405
-0.0036275,-0.067279,-0.0069015,0.028414,-0.0088482,0.011431,0.071112,-0.042458,-0.13674,0.064188,0.0095549,-0.04563,0.031856,0.030816,-0.10918,0.040944,0.06472,-0.18121,-0.22599,0.039558,0.019665,0.10092,-0.019757,0.21932,-0.14334,-0.10464,-0.079296,0.074941,0.13385,0.022632,0.16206,0.024856,0.024385,0.07697,-0.053815,-0.085038,-0.28124,-0.11595,-0.028686,0.022602,0.10028,0.053622,0.019162,-0.16455,-0.068868,0.25616,0.070152,0.15891,0.10117,0.18532,0.0025203,-0.20404,0.34279,-0.098854,0.11781,-0.003268,0.033806,0.17209,-0.015554,0.053377,-0.097408,0.084372,0.010225,-0.082919,0.029339,-0.19517,0.0063573,-0.043286,-0.038563,0.066438
0.10804,-0.18854,-0.010455,0.09693,-0.024011,0.057516,0.13213,0.022696,-0.14351,0.072894,0.044837,-0.15556,0.20424,0.011549,-0.08927,0.010579,0.099926,-0.23806,-0.27317,-0.055321,0.12419,0.30552,0.01951,-0.10488,-0.19617,-0.083479,-0.048471,-0.021735,-0.030541,-0.14818,0.13556,0.029085,0.12725,-0.043667,0.016248,0.1104,-0.10328,0.070503,0.0083158,-0.033641,-0.14897,-0.26693,0.016588,0.045045,0.080428,-0.020899,0.12646,-0.12752,-0.064662,-0.020246,0.0089012,0.16334,-0.29483,0.10321,-0.030225,0.14659,-0.089435,-0.093974,-0.0236,0.0002453,-0.024502,-0.027291,0.034614,0.040574,0.039463,0.06467,0.015454,0.067049,0.017308,0.0084313
